row ID;Label;AI Matching;Assessment;Scheduling;Triage;Bulk;Campaigns;Confidentiality;CRM;Parsing;FS;Analytics;Marketplace;Languages;Multi-device;Sharing;Social;White Label;Workflow;Vetting;Web-tracking;Video;Agents;Chatbot;Events;?
Row42;bizneo.com;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0
Row43;bizrun.com;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0
Row44;breezy.hr;0;0;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;0;0
Row45;brightmove.com;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0
Row46;cammio.com;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0
Row47;candidatemanager.net;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0
Row48;career.place;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Row49;careerharmony.com;1;1;1;1;1;1;0;1;1;0;1;0;0;0;1;1;1;1;0;0;1;0;1;0;0
Row50;careerlisterapp.com;0;0;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0
Row51;careerplug.com;0;1;1;1;0;0;0;0;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
Row52;cavall.io;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0
Row53;ceipal.com;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0
Row54;ceridian.com;0;0;1;1;0;0;0;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0
Row55;clearcompany.com;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0
Row56;cleverstaff.net;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row57;cluen.com;0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Row58;cmshris.com;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row59;coderbyte.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row60;codility.com;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Row61;comeet.co;0;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0
Row62;company.cvwarehouse.com;0;0;0;0;1;0;0;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0
Row63;coolersoft.com;0;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Row64;cornerstoneondemand.com;1;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0
Row65;criteriacorp.com;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0
Row66;cvviz.com;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;0;0;0
Row67;datacruit.com;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row68;daxtra.com;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Row69;easyhire.me;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0
Row70;eddyhr.com;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0
Row71;eggup.co;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row72;eightfold.ai;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Row73;elementapp.ai;1;1;1;1;1;1;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
Row74;elmotalent.com.au;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0
Row75;emissary.ai;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Row76;employinsight.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row77;emply.com;0;1;1;0;1;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0
Row78;enlist.io;0;0;1;1;1;1;1;0;1;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0
Row79;enlizt.com;0;1;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0
Row80;eploy.co.uk;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;0;0
Row81;eskill.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Row82;evie.ai;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row83;exacthire.com;0;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0
Row84;exelare.com;0;0;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
Row85;exelero.com;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
Row86;expertite.com;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0
Row87;factorialhr.com;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
Row88;fetcher.ai;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row89;firefishsoftware.com;0;0;0;1;0;1;1;1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0
Row90;flatchr.io;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row91;fountain.com;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0
Row92;freshteam.com;0;0;1;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0
Row93;furstperson.com;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Row94;genius.online;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;0;1;0;0;0;0;0
Row95;gethired.com;0;0;0;1;0;1;0;0;1;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0
Row96;gethrs.com;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0
Row97;go4recruitingsoftware.com;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
Row98;goarya.com;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0
Row99;gocatalant.com;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Row100;gohire.com;1;0;1;1;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0
Row101;gohire.io;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row102;goodtime.io;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0
Row103;gr8people.com;1;0;1;1;0;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;1;0;0;1;0
Row104;graylink.biz;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;1;1;1;1;0;1;0;1;0;0
Row105;grayscaleapp.com;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Row106;greenhouse.io;0;0;0;1;0;1;1;0;1;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0
Row107;harbour-ats.com;0;0;0;1;0;1;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
Row108;harver.com;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Row109;headstart.io;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0
Row110;headway.ai;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Row111;hellotalent.com;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Row112;herefish.com;1;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0
Row113;hireability.com;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Row114;hirebee.ai;1;0;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row115;hirebridge.com;0;0;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0
Row116;hiredscore.com;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row117;hireful.co.uk;0;0;1;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
Row118;hirelist.com;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Row119;hiremojo.com;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0
Row120;hireology.com;0;1;0;1;1;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0
Row121;hireonboard.com;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0
Row122;hireserve.com;0;1;1;1;1;0;0;0;1;0;1;0;0;1;1;1;1;1;1;0;1;0;0;0;0
Row123;hirestorm.com;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0
Row124;hiretual.com;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0
Row125;hirevue.com;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
Row126;hiring.careerbuilder.com;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0
Row127;hiringsolved.com;1;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row128;hiringthing.com;0;1;1;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0
Row129;homerun.co;0;1;1;0;1;0;1;1;0;0;1;0;1;1;0;1;1;1;0;0;1;0;0;0;0
Row130;hr-manager.net;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row131;hrboss.com;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
Row132;hrmc.com;1;1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0
Row133;hrpuls.de;0;1;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
Row134;hubert.ai;1;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0
Row135;huntool.in;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Row136;icims.co.uk;1;1;1;0;1;1;0;1;0;1;1;1;0;1;1;0;1;1;1;0;1;0;1;1;0
Row137;iclickats.com;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0
Row138;ideal.com;1;1;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0
Row139;igloohr.com;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Row140;in-recruiting.com;1;1;1;1;0;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0
Row141;inasoft.fr;1;1;1;1;0;0;0;1;1;0;1;0;1;0;1;1;1;1;1;0;1;0;0;0;0
Row142;indivizo.com;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Row143;interviewopps.com;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;1;0;0
Row144;interviewschedule.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Row145;interviewstream.com;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
Row146;intuition-software.com;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0
Row147;inwork.io;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Row148;ismartsocial.com;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Row149;jazzhr.com;0;1;1;1;0;0;0;1;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0
Row150;jobadder.com;1;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
Row151;jobdiva.com;1;0;1;1;1;1;0;1;1;0;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0
Row152;jobma.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Row153;jobscience.com;0;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
Row154;jobscore.com;0;0;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
Row155;jobsmedia.ca;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row156;jobsoid.com;0;0;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;1;0;0;1;0;0;0;0
Row157;jobtoolz.com;0;0;1;0;1;1;1;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0
Row158;jobtrain.co.uk;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Row159;jobufo.com;0;0;0;1;0;1;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0
Row160;jobvite.com;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0
Row161;jobylon.com;0;0;1;0;0;1;1;1;1;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0
Row162;joineight.com;1;0;1;0;0;1;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row163;kallidus.com;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0
Row164;keldairhr.com;0;0;1;1;1;0;1;0;1;0;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0
Row165;keyclouding.cl;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Row166;kioskemploi.fr;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0
Row167;kwantek.com;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0
Row168;launchpadrecruits.com;1;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0
Row169;leoforce.com;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0
Row170;lever.co;0;0;1;1;0;1;0;1;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0
Row171;lightapply.com;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row172;live-interview.com;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
Row173;livehire.com;1;0;0;1;0;1;0;1;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0
Row174;livevideointerviews.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Row175;localjobnetwork.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Row176;localwork.io;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0
Row177;logicmelon.com;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row178;loxo.co;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Row179;manatal.com;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
Row180;mettl.com;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Row181;microdec-profile.com;0;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Row182;mightyrecruiter.com;0;1;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Row183;mindmatcher.org;1;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0
Row184;modernhire.com;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Row185;montagetalent.com;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0
Row186;mosaictrack.com;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0
Row187;mya.com;0;1;1;1;0;1;0;1;0;0;1;0;1;1;1;1;1;1;0;0;0;0;1;0;0
Row188;myinterview.com;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
Row189;myrecruitmentplus.com;0;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0
Row190;mystaffingpro.com;0;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0
Row191;naukrirms.com;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row192;norteksolutions.ca;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
Row193;occupop.com;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row194;officekithr.com;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0
Row195;officetroops.com;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0
Row196;oleeo.com;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;0;1;0
Row197;onehcm.com;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
Row198;onerecruit.com;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;1;1;1;0;0;0;1;0;0;0
Row199;optimizehire.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row200;oracle.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Row201;orderboard.ai;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row202;otys.com;1;0;0;1;0;1;0;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row203;outmatch.com;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0
Row204;pageuppeople.com;1;0;0;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0
Row205;pandologic.com;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Row206;paradox.ai;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0
Row207;param.ai;1;0;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;1;1;0
Row208;payprocorp.com;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Row209;pcrecruiter.net;0;1;0;1;0;1;0;1;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0
Row210;peoplecapital.com;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row211;peoplefluent.com;0;1;1;0;1;1;0;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0
Row212;peopleguru.com;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
Row213;peoplehr.com;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0
Row214;peoplescout.com;1;0;0;1;0;1;0;0;1;0;1;0;0;1;1;1;1;0;0;0;1;0;1;0;0
Row215;pereless.com;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Row216;performahrm.com;0;1;1;0;1;1;1;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0
Row217;phenom.com;1;0;0;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0
Row218;phoenixats.com;0;0;0;1;0;0;1;1;1;0;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0
Row219;pinpointhq.com;0;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0
Row220;platinasoft.com;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row221;precedenthr.com;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0
Row222;preemploymentassessments.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
